Date,Open,High,Low,Close,Volume,openinterest,predict,target_price,predict_price
2018-12-26,1.4606,1.4606,1.4606,1.4606,500,0,-0.0178,1.4606,
2018-12-27,1.3445,1.5006,1.3445,1.4626,12995,0,-0.0921,1.3445,1.4346
2018-12-28,1.3405,1.3545,1.1265,1.3405,15494,0,0.1504,1.1265,1.2207
2018-12-31,1.4906,1.4906,1.4906,1.4906,1499,0,-0.0418,1.4906,1.2959
2019-01-02,1.3605,1.4206,1.3605,1.4206,1499,0,0.0127,1.3605,1.4284
2019-01-03,1.4206,1.4206,1.4206,1.4206,0,0,-0.0555,1.4206,1.3778
2019-01-04,1.4046,1.4046,1.4006,1.4006,5998,0,-0.0418,1.4006,1.3417
2019-01-07,1.3505,1.3505,1.3505,1.3505,1499,0,0.0182,1.3505,1.3421
2019-01-08,1.3505,1.4886,1.3505,1.4006,18493,0,0.0202,1.3505,1.3751
2019-01-09,1.3986,1.3986,1.3986,1.3986,3998,0,-0.007,1.3986,1.3779
2019-01-10,1.3986,1.3986,1.3986,1.3986,0,0,-0.0728,1.3986,1.3887
2019-01-11,1.3285,1.4586,1.3285,1.3285,2499,0,-0.007,1.3285,1.2968
2019-01-14,1.3285,1.3285,1.3285,1.3285,0,0,-0.0442,1.3285,1.3192
2019-01-17,1.4466,1.4466,1.3065,1.3065,2499,0,0.0182,1.3065,1.2698
2019-01-18,1.3906,1.3906,1.3906,1.3906,1000,0,-0.0418,1.3906,1.3303
2019-01-22,1.2665,1.2665,1.2665,1.2665,500,0,-0.0555,1.2665,1.3325
2019-01-23,1.2705,1.2705,1.0324,1.1124,12495,0,0.1504,1.0324,1.1962
2019-01-24,1.1885,1.1885,1.1885,1.1885,1000,0,0.0741,1.1885,1.1877
2019-01-25,1.3005,1.3946,1.3005,1.3505,47981,0,0.0428,1.3005,1.2765
2019-01-28,1.3505,1.4006,1.3505,1.4006,41983,0,-0.0177,1.3505,1.3562
2019-01-29,1.4006,1.4006,1.3005,1.3005,24490,0,-0.007,1.3005,1.3266
2019-01-30,1.3005,1.3005,1.3005,1.3005,500,0,0.0182,1.3005,1.2914
2019-01-31,1.3505,1.3505,1.3505,1.3505,1499,0,-0.007,1.3505,1.3242
2019-02-01,1.3505,1.3505,1.3505,1.3505,500,0,-0.007,1.3505,1.341
2019-02-04,1.3505,1.3505,1.3505,1.3505,500,0,-0.0495,1.3505,1.341
2019-02-07,1.3085,1.3105,1.3005,1.3005,14994,0,-0.007,1.3005,1.2837
2019-02-08,1.3005,1.3005,1.3005,1.3005,500,0,-0.0418,1.3005,1.2914
2019-02-11,1.2285,1.2285,1.2285,1.2285,500,0,-0.0418,1.2285,1.2462
2019-02-12,1.2305,1.2305,1.2005,1.2005,11995,0,-0.0442,1.2005,1.1772
2019-02-13,1.2025,1.2025,1.1345,1.1405,24990,0,0.0182,1.1345,1.1474
2019-02-14,1.1705,1.1905,1.0424,1.1905,12495,0,0.0765,1.0424,1.1551
2019-02-15,1.2105,1.2105,1.2105,1.2105,4998,0,-0.0418,1.2105,1.1222
2019-02-19,1.1905,1.1905,1.1905,1.1905,500,0,-0.007,1.1905,1.1599
2019-02-20,1.1905,1.1905,1.1905,1.1905,0,0,-0.0178,1.1905,1.1821
2019-02-21,1.0224,1.2965,1.0104,1.1965,23990,0,0.1383,1.0104,1.1693
2019-02-22,1.2005,1.3005,1.1605,1.1605,2999,0,-0.0178,1.1605,1.1501
2019-02-25,1.1064,1.1625,1.1064,1.1625,2499,0,0.055,1.1064,1.1399
2019-02-26,1.1605,1.1965,1.1605,1.1965,2499,0,0.0127,1.1605,1.1673
2019-02-27,1.1965,1.1965,1.1965,1.1965,500,0,-0.007,1.1965,1.1752
2019-02-28,1.1965,1.1965,1.1965,1.1965,500,0,-0.0442,1.1965,1.1881
2019-03-01,1.1365,1.1365,1.0004,1.0004,20992,0,-0.0045,1.0004,1.1436
2019-03-04,1.0004,1.0004,1.0004,1.0004,1000,0,-0.007,1.0004,0.9959
2019-03-05,1.0004,1.0004,1.0004,1.0004,500,0,0.0182,1.0004,0.9934
2019-03-06,1.1204,1.1204,1.1204,1.1204,500,0,0.0007,1.1204,1.0186
2019-03-07,1.1204,1.2325,1.1204,1.1204,1499,0,0.0182,1.1204,1.1212
2019-03-21,1.2925,1.2925,1.1625,1.1625,4998,0,0.0007,1.1625,1.1409
2019-03-22,1.1625,1.1625,1.1625,1.1625,500,0,0.0182,1.1625,1.1632
2019-03-25,1.2185,1.2185,1.2185,1.2185,1000,0,-0.0495,1.2185,1.1836
2019-03-26,1.2005,1.2425,1.2005,1.2005,21991,0,-0.0178,1.2005,1.1581
2019-03-27,1.2005,1.2005,1.2005,1.2005,500,0,-0.007,1.2005,1.1792
2019-03-29,1.2505,1.5206,1.2105,1.2105,18493,0,-0.0442,1.2105,1.192
2019-04-01,1.0044,1.1004,1.0004,1.1004,7997,0,0.0997,1.0004,1.1569
2019-04-02,1.1465,1.1465,1.1465,1.1465,5498,0,0.0741,1.1465,1.1002
2019-04-03,1.3005,1.5746,1.3005,1.3665,18493,0,-0.0095,1.3005,1.2314
2019-04-04,1.5846,1.6086,1.2025,1.5306,78968,0,0.0888,1.2025,1.2882
2019-04-05,1.6046,1.6046,1.4526,1.4586,13495,0,-0.0495,1.4526,1.3093
2019-04-08,1.4586,1.5926,1.4026,1.4026,22991,0,-0.007,1.4026,1.3807
2019-04-09,1.5046,1.5306,1.3465,1.4006,40984,0,-0.0495,1.3465,1.3927
2019-04-10,1.3745,1.4646,1.2245,1.2825,19492,0,-0.0178,1.2245,1.2799
2019-04-11,1.3005,1.3005,1.0244,1.2705,10496,0,0.0888,1.0244,1.2027
2019-04-12,1.1024,1.4566,1.1024,1.2005,8996,0,0.0464,1.1024,1.1154
2019-04-15,1.2005,1.2005,1.2005,1.2005,500,0,-0.007,1.2005,1.1536
2019-04-16,1.2005,1.2005,1.2005,1.2005,1499,0,-0.007,1.2005,1.192
2019-04-17,1.2005,1.2005,1.2005,1.2005,2499,0,-0.007,1.2005,1.192
2019-04-18,1.2005,1.2005,1.2005,1.2005,500,0,0.0182,1.2005,1.192
2019-04-24,1.2505,1.3786,1.2505,1.3485,7997,0,0.078,1.2505,1.2224
2019-04-25,1.4106,1.9788,1.4106,1.9068,225910,0,0.1383,1.4106,1.3481
2019-04-26,1.9008,1.9168,1.6206,1.8007,89464,0,-0.0495,1.6206,1.6056
2019-04-29,1.9008,1.9008,1.5486,1.5486,52479,0,0.0185,1.5486,1.5404
2019-04-30,1.7847,1.7887,1.5206,1.6507,34986,0,0.0251,1.5206,1.5772
2019-05-01,1.7487,1.7487,1.5606,1.7067,9496,0,-0.0495,1.5606,1.5587
2019-05-02,1.7427,1.7427,1.5486,1.6667,13994,0,0.0182,1.5486,1.4833
2019-05-03,1.6807,1.7887,1.6247,1.7747,41483,0,-0.0101,1.6247,1.5768
2019-05-06,1.6307,1.7807,1.6006,1.7687,12995,0,0.0205,1.6006,1.6083
2019-05-07,1.7567,1.7767,1.7387,1.7387,6497,0,-0.0418,1.7387,1.6335
2019-05-08,1.6487,1.7407,1.5726,1.5726,24490,0,0.0182,1.5726,1.6661
2019-05-09,1.6887,1.6887,1.5586,1.6347,5998,0,-0.007,1.5586,1.6013
2019-05-10,1.5406,1.6367,1.5406,1.6367,5998,0,-0.0418,1.5406,1.5477
2019-05-13,1.5166,1.6247,1.5026,1.5966,12495,0,0.0127,1.5026,1.4763
2019-05-14,1.5686,1.5946,1.5006,1.5946,12995,0,0.0367,1.5006,1.5216
2019-05-15,1.6006,1.7007,1.6006,1.7007,4998,0,-0.0418,1.6006,1.5557
2019-05-16,1.7047,1.7047,1.6687,1.6687,5498,0,-0.007,1.6687,1.5338
2019-05-17,1.6607,1.6887,1.5706,1.6607,18493,0,-0.0418,1.5706,1.6569
2019-05-20,1.6447,1.6447,1.5326,1.5326,6497,0,0.0182,1.5326,1.505
2019-05-21,1.5386,1.6026,1.5326,1.6006,18992,0,-0.0418,1.5326,1.5605
2019-05-22,1.5986,1.5986,1.4406,1.5406,21991,0,-0.0442,1.4406,1.4686
2019-05-23,1.3145,1.5006,1.3145,1.4666,9496,0,0.0205,1.3145,1.3769
2019-05-24,1.4966,1.4966,1.3345,1.4306,9996,0,0.0182,1.3345,1.3415
2019-05-28,1.4006,1.4686,1.3405,1.4686,2499,0,-0.0158,1.3405,1.3588
2019-05-29,1.3405,1.3405,1.2845,1.2845,5498,0,0.0182,1.2845,1.3193
2019-05-30,1.3105,1.4066,1.2805,1.4066,6497,0,0.0494,1.2805,1.3079
2019-05-31,1.4066,1.4066,1.4066,1.4066,500,0,0.0182,1.4066,1.3437
2019-06-03,1.4006,1.8007,1.4006,1.7007,14494,0,0.1406,1.4006,1.4322
2019-06-04,2.0008,2.0008,1.6186,1.7667,10996,0,-0.0442,1.6186,1.5975
2019-06-05,2.0828,2.0828,1.6026,1.7467,39484,0,-0.0004,1.6026,1.547
2019-06-06,1.6287,1.7487,1.5906,1.7487,5998,0,0.0757,1.5906,1.602
2019-06-07,1.7487,1.7487,1.7487,1.7487,500,0,0.0182,1.7487,1.7111
2019-06-10,1.7387,1.9748,1.7387,1.8487,7997,0,-0.0418,1.7387,1.7806
2019-06-11,1.6747,1.8507,1.6747,1.8007,5998,0,0.0367,1.6747,1.6661
2019-06-12,1.7387,1.8948,1.7147,1.8407,7997,0,-0.0418,1.7147,1.7361
2019-06-13,1.7827,1.8307,1.6347,1.6347,24990,0,0.0182,1.6347,1.6431
2019-06-14,1.7207,1.7807,1.6787,1.7407,5998,0,-0.0418,1.6787,1.6644
2019-06-17,1.6767,1.6767,1.6427,1.6427,2499,0,0.0182,1.6427,1.6086
2019-06-18,1.6907,1.7727,1.6407,1.7727,5998,0,-0.0495,1.6407,1.6726
2019-06-19,1.7347,1.7427,1.7347,1.7427,3998,0,-0.0018,1.7347,1.5594
2019-06-20,1.6907,1.7307,1.6907,1.7307,7997,0,0.0367,1.6907,1.7315
2019-06-21,1.7887,1.7887,1.7887,1.7887,1000,0,-0.0442,1.7887,1.7527
2019-06-24,1.8007,1.8007,1.7107,1.7507,5998,0,-0.0442,1.7107,1.7096
2019-06-25,1.7907,1.9008,1.5866,1.6927,143942,0,0.0182,1.5866,1.635
2019-06-26,1.9008,2.0428,1.5926,1.7287,38984,0,-0.0252,1.5926,1.6155
2019-06-27,1.7147,1.7467,1.5926,1.5926,9996,0,-0.0841,1.5926,1.5526
2019-06-28,1.4306,1.6126,1.2405,1.4406,48481,0,0.1504,1.2405,1.4587
